"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
1861000;"Powiat m.Krosno";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";72,5;"osoba";"";
1862000;"Powiat m.Przemyśl";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";60,1;"osoba";"";
1863000;"Powiat m.Rzeszów";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";96,0;"osoba";"";
1864000;"Powiat m.Tarnobrzeg";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";38,2;"osoba";"";
2001000;"Powiat augustowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,5;"osoba";"";
2002000;"Powiat białostocki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,3;"osoba";"";
2003000;"Powiat bielski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,7;"osoba";"";
2004000;"Powiat grajewski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,1;"osoba";"";
2005000;"Powiat hajnowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";25,0;"osoba";"";
2006000;"Powiat kolneński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,5;"osoba";"";
2007000;"Powiat łomżyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";5,6;"osoba";"";
2008000;"Powiat moniecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,9;"osoba";"";
2009000;"Powiat sejneński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,8;"osoba";"";
2010000;"Powiat siemiatycki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,9;"osoba";"";
2011000;"Powiat sokólski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,1;"osoba";"";
2012000;"Powiat suwalski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";4,9;"osoba";"";
2013000;"Powiat wysokomazowiecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,3;"osoba";"";
2014000;"Powiat zambrowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,9;"osoba";"";
2061000;"Powiat m.Białystok";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";90,5;"osoba";"";
2062000;"Powiat m.Łomża";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";43,8;"osoba";"";
2063000;"Powiat m.Suwałki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";39,9;"osoba";"";
2201000;"Powiat bytowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,9;"osoba";"";
2202000;"Powiat chojnicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,4;"osoba";"";
2203000;"Powiat człuchowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,9;"osoba";"";
2204000;"Powiat gdański";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,9;"osoba";"";
2205000;"Powiat kartuski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,2;"osoba";"";
2206000;"Powiat kościerski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";27,0;"osoba";"";
2207000;"Powiat kwidzyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,9;"osoba";"";
2208000;"Powiat lęborski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,4;"osoba";"";
2209000;"Powiat malborski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,4;"osoba";"";
2210000;"Powiat nowodworski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";8,5;"osoba";"";
2211000;"Powiat pucki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,5;"osoba";"";
2212000;"Powiat słupski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,8;"osoba";"";
2213000;"Powiat starogardzki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,6;"osoba";"";
2214000;"Powiat tczewski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,5;"osoba";"";
2215000;"Powiat wejherowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,4;"osoba";"";
2216000;"Powiat sztumski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,2;"osoba";"";
2261000;"Powiat m.Gdańsk";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";78,3;"osoba";"";
2262000;"Powiat m.Gdynia";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";56,9;"osoba";"";
2263000;"Powiat m.Słupsk";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";41,0;"osoba";"";
2264000;"Powiat m.Sopot";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";80,9;"osoba";"";
2401000;"Powiat będziński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";27,9;"osoba";"";
2402000;"Powiat bielski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,7;"osoba";"";
2403000;"Powiat cieszyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";24,5;"osoba";"";
2404000;"Powiat częstochowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,6;"osoba";"";
2405000;"Powiat gliwicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";24,0;"osoba";"";
2406000;"Powiat kłobucki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,6;"osoba";"";
2407000;"Powiat lubliniecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,5;"osoba";"";
2408000;"Powiat mikołowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";24,5;"osoba";"";
2409000;"Powiat myszkowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";23,5;"osoba";"";
2410000;"Powiat pszczyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";19,2;"osoba";"";
2411000;"Powiat raciborski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,6;"osoba";"";
2412000;"Powiat rybnicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";5,6;"osoba";"";
2413000;"Powiat tarnogórski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";36,6;"osoba";"";
2414000;"Powiat bieruńsko-lędziński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,8;"osoba";"";
2415000;"Powiat wodzisławski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,4;"osoba";"";
2416000;"Powiat zawierciański";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,1;"osoba";"";
2417000;"Powiat żywiecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,6;"osoba";"";
2461000;"Powiat m.Bielsko-Biała";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";51,8;"osoba";"";
2462000;"Powiat m.Bytom";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";39,8;"osoba";"";
2463000;"Powiat m.Chorzów";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";42,6;"osoba";"";
2464000;"Powiat m.Częstochowa";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";48,3;"osoba";"";
2465000;"Powiat m.Dąbrowa Górnicza";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";34,8;"osoba";"";
2466000;"Powiat m.Gliwice";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";43,8;"osoba";"";
2467000;"Powiat m.Jastrzębie-Zdrój";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";28,7;"osoba";"";
2468000;"Powiat m.Jaworzno";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";32,3;"osoba";"";
2469000;"Powiat m.Katowice";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";126,0;"osoba";"";
2470000;"Powiat m.Mysłowice";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";24,0;"osoba";"";
2471000;"Powiat m.Piekary Śląskie";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";38,3;"osoba";"";
2472000;"Powiat m.Ruda Śląska";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";27,9;"osoba";"";
2473000;"Powiat m.Rybnik";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";31,5;"osoba";"";
2474000;"Powiat m.Siemianowice Śląskie";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";26,3;"osoba";"";
2475000;"Powiat m.Sosnowiec";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";32,3;"osoba";"";
2476000;"Powiat m.Świętochłowice";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,6;"osoba";"";
2477000;"Powiat m.Tychy";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";34,6;"osoba";"";
2478000;"Powiat m.Zabrze";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";50,3;"osoba";"";
2479000;"Powiat m.Żory";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,3;"osoba";"";
2601000;"Powiat buski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";26,7;"osoba";"";
2602000;"Powiat jędrzejowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,0;"osoba";"";
2603000;"Powiat kazimierski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,5;"osoba";"";
2604000;"Powiat kielecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,2;"osoba";"";
2605000;"Powiat konecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";30,5;"osoba";"";
2606000;"Powiat opatowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,1;"osoba";"";
2607000;"Powiat ostrowiecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";23,2;"osoba";"";
2608000;"Powiat pińczowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,7;"osoba";"";
2609000;"Powiat sandomierski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";28,3;"osoba";"";
2610000;"Powiat skarżyski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";25,4;"osoba";"";
2611000;"Powiat starachowicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";26,8;"osoba";"";
2612000;"Powiat staszowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,4;"osoba";"";
2613000;"Powiat włoszczowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";23,1;"osoba";"";
2661000;"Powiat m.Kielce";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";80,7;"osoba";"";
2801000;"Powiat bartoszycki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,2;"osoba";"";
2802000;"Powiat braniewski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,9;"osoba";"";
2803000;"Powiat działdowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,4;"osoba";"";
2804000;"Powiat elbląski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,7;"osoba";"";
2805000;"Powiat ełcki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";22,6;"osoba";"";
2806000;"Powiat giżycki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";26,1;"osoba";"";
2807000;"Powiat iławski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,6;"osoba";"";
2808000;"Powiat kętrzyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,7;"osoba";"";
2809000;"Powiat lidzbarski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,8;"osoba";"";
2810000;"Powiat mrągowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,5;"osoba";"";
2811000;"Powiat nidzicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,0;"osoba";"";
2812000;"Powiat nowomiejski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,8;"osoba";"";
2813000;"Powiat olecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,5;"osoba";"";
2814000;"Powiat olsztyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,1;"osoba";"";
2815000;"Powiat ostródzki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,3;"osoba";"";
2816000;"Powiat piski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,6;"osoba";"";
2817000;"Powiat szczycieński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,3;"osoba";"";
2818000;"Powiat gołdapski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,0;"osoba";"";
2819000;"Powiat węgorzewski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,7;"osoba";"";
2861000;"Powiat m.Elbląg";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";45,8;"osoba";"";
2862000;"Powiat m.Olsztyn";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";76,3;"osoba";"";
3001000;"Powiat chodzieski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,3;"osoba";"";
3002000;"Powiat czarnkowsko-trzcianecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,1;"osoba";"";
3003000;"Powiat gnieźnieński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,9;"osoba";"";
3004000;"Powiat gostyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,2;"osoba";"";
3005000;"Powiat grodziski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,3;"osoba";"";
3006000;"Powiat jarociński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,5;"osoba";"";
3007000;"Powiat kaliski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,9;"osoba";"";
3008000;"Powiat kępiński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,4;"osoba";"";
3009000;"Powiat kolski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,0;"osoba";"";
3010000;"Powiat koniński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,1;"osoba";"";
3011000;"Powiat kościański";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,7;"osoba";"";
3012000;"Powiat krotoszyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,7;"osoba";"";
3013000;"Powiat leszczyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,3;"osoba";"";
3014000;"Powiat międzychodzki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,9;"osoba";"";
3015000;"Powiat nowotomyski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,8;"osoba";"";
3016000;"Powiat obornicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,5;"osoba";"";
3017000;"Powiat ostrowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,3;"osoba";"";
3018000;"Powiat ostrzeszowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,7;"osoba";"";
3019000;"Powiat pilski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";24,7;"osoba";"";
3020000;"Powiat pleszewski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,0;"osoba";"";
3021000;"Powiat poznański";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";21,3;"osoba";"";
3022000;"Powiat rawicki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,3;"osoba";"";
3023000;"Powiat słupecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";14,9;"osoba";"";
3024000;"Powiat szamotulski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,5;"osoba";"";
3025000;"Powiat średzki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,6;"osoba";"";
3026000;"Powiat śremski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,4;"osoba";"";
3027000;"Powiat turecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";13,8;"osoba";"";
3028000;"Powiat wągrowiecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";10,4;"osoba";"";
3029000;"Powiat wolsztyński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";17,8;"osoba";"";
3030000;"Powiat wrzesiński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,0;"osoba";"";
3031000;"Powiat złotowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,9;"osoba";"";
3061000;"Powiat m.Kalisz";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";44,4;"osoba";"";
3062000;"Powiat m.Konin";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";44,3;"osoba";"";
3063000;"Powiat m.Leszno";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";49,8;"osoba";"";
3064000;"Powiat m.Poznań";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";89,5;"osoba";"";
3201000;"Powiat białogardzki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,6;"osoba";"";
3202000;"Powiat choszczeński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,2;"osoba";"";
3203000;"Powiat drawski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,7;"osoba";"";
3204000;"Powiat goleniowski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,8;"osoba";"";
3205000;"Powiat gryficki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";24,2;"osoba";"";
3206000;"Powiat gryfiński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";9,7;"osoba";"";
3207000;"Powiat kamieński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,4;"osoba";"";
3208000;"Powiat kołobrzeski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";31,9;"osoba";"";
3209000;"Powiat koszaliński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,8;"osoba";"";
3210000;"Powiat myśliborski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,2;"osoba";"";
3211000;"Powiat policki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";38,6;"osoba";"";
3212000;"Powiat pyrzycki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";8,6;"osoba";"";
3213000;"Powiat sławieński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";11,2;"osoba";"";
3214000;"Powiat stargardzki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";16,8;"osoba";"";
3215000;"Powiat szczecinecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";15,5;"osoba";"";
3216000;"Powiat świdwiński";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";12,0;"osoba";"";
3217000;"Powiat wałecki";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";18,7;"osoba";"";
3218000;"Powiat łobeski";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";7,0;"osoba";"";
3261000;"Powiat m.Koszalin";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";39,4;"osoba";"";
3262000;"Powiat m.Szczecin";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";73,9;"osoba";"";
3263000;"Powiat m.Świnoujście";"lekarze pracujący wg podstawowego miejsca pracy na 10 tys. ludności";"2021";20,1;"osoba";"";
