"Kod";"Nazwa";"Wskaźniki";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2461000;"Powiat m.Bielsko-Biała";"przeciętna liczba osób na 1 mieszkanie";"2021";2,24;"-";"";
2462000;"Powiat m.Bytom";"przeciętna liczba osób na 1 mieszkanie";"2021";2,05;"-";"";
2463000;"Powiat m.Chorzów";"przeciętna liczba osób na 1 mieszkanie";"2021";1,91;"-";"";
2464000;"Powiat m.Częstochowa";"przeciętna liczba osób na 1 mieszkanie";"2021";2,10;"-";"";
2465000;"Powiat m.Dąbrowa Górnicza";"przeciętna liczba osób na 1 mieszkanie";"2021";2,26;"-";"";
2466000;"Powiat m.Gliwice";"przeciętna liczba osób na 1 mieszkanie";"2021";2,11;"-";"";
2467000;"Powiat m.Jastrzębie-Zdrój";"przeciętna liczba osób na 1 mieszkanie";"2021";2,56;"-";"";
2468000;"Powiat m.Jaworzno";"przeciętna liczba osób na 1 mieszkanie";"2021";2,42;"-";"";
2469000;"Powiat m.Katowice";"przeciętna liczba osób na 1 mieszkanie";"2021";1,83;"-";"";
2470000;"Powiat m.Mysłowice";"przeciętna liczba osób na 1 mieszkanie";"2021";2,38;"-";"";
2471000;"Powiat m.Piekary Śląskie";"przeciętna liczba osób na 1 mieszkanie";"2021";2,31;"-";"";
2472000;"Powiat m.Ruda Śląska";"przeciętna liczba osób na 1 mieszkanie";"2021";2,19;"-";"";
2473000;"Powiat m.Rybnik";"przeciętna liczba osób na 1 mieszkanie";"2021";2,56;"-";"";
2474000;"Powiat m.Siemianowice Śląskie";"przeciętna liczba osób na 1 mieszkanie";"2021";2,03;"-";"";
2475000;"Powiat m.Sosnowiec";"przeciętna liczba osób na 1 mieszkanie";"2021";2,05;"-";"";
2476000;"Powiat m.Świętochłowice";"przeciętna liczba osób na 1 mieszkanie";"2021";2,00;"-";"";
2477000;"Powiat m.Tychy";"przeciętna liczba osób na 1 mieszkanie";"2021";2,36;"-";"";
2478000;"Powiat m.Zabrze";"przeciętna liczba osób na 1 mieszkanie";"2021";2,20;"-";"";
2479000;"Powiat m.Żory";"przeciętna liczba osób na 1 mieszkanie";"2021";2,74;"-";"";
2601000;"Powiat buski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,71;"-";"";
2602000;"Powiat jędrzejowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,71;"-";"";
2603000;"Powiat kazimierski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,95;"-";"";
2604000;"Powiat kielecki";"przeciętna liczba osób na 1 mieszkanie";"2021";3,32;"-";"";
2605000;"Powiat konecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,51;"-";"";
2606000;"Powiat opatowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,68;"-";"";
2607000;"Powiat ostrowiecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,49;"-";"";
2608000;"Powiat pińczowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,54;"-";"";
2609000;"Powiat sandomierski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,81;"-";"";
2610000;"Powiat skarżyski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,32;"-";"";
2611000;"Powiat starachowicki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,59;"-";"";
2612000;"Powiat staszowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,85;"-";"";
2613000;"Powiat włoszczowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,61;"-";"";
2661000;"Powiat m.Kielce";"przeciętna liczba osób na 1 mieszkanie";"2021";2,06;"-";"";
2801000;"Powiat bartoszycki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,58;"-";"";
2802000;"Powiat braniewski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,64;"-";"";
2803000;"Powiat działdowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,80;"-";"";
2804000;"Powiat elbląski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,95;"-";"";
2805000;"Powiat ełcki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,58;"-";"";
2806000;"Powiat giżycki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,44;"-";"";
2807000;"Powiat iławski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,81;"-";"";
2808000;"Powiat kętrzyński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,47;"-";"";
2809000;"Powiat lidzbarski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,56;"-";"";
2810000;"Powiat mrągowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,62;"-";"";
2811000;"Powiat nidzicki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,83;"-";"";
2812000;"Powiat nowomiejski";"przeciętna liczba osób na 1 mieszkanie";"2021";3,02;"-";"";
2813000;"Powiat olecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,67;"-";"";
2814000;"Powiat olsztyński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,79;"-";"";
2815000;"Powiat ostródzki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,70;"-";"";
2816000;"Powiat piski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,72;"-";"";
2817000;"Powiat szczycieński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,81;"-";"";
2818000;"Powiat gołdapski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,72;"-";"";
2819000;"Powiat węgorzewski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,50;"-";"";
2861000;"Powiat m.Elbląg";"przeciętna liczba osób na 1 mieszkanie";"2021";2,36;"-";"";
2862000;"Powiat m.Olsztyn";"przeciętna liczba osób na 1 mieszkanie";"2021";2,07;"-";"";
3001000;"Powiat chodzieski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,93;"-";"";
3002000;"Powiat czarnkowsko-trzcianecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,97;"-";"";
3003000;"Powiat gnieźnieński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,63;"-";"";
3004000;"Powiat gostyński";"przeciętna liczba osób na 1 mieszkanie";"2021";3,18;"-";"";
3005000;"Powiat grodziski";"przeciętna liczba osób na 1 mieszkanie";"2021";3,23;"-";"";
3006000;"Powiat jarociński";"przeciętna liczba osób na 1 mieszkanie";"2021";3,01;"-";"";
3007000;"Powiat kaliski";"przeciętna liczba osób na 1 mieszkanie";"2021";3,40;"-";"";
3008000;"Powiat kępiński";"przeciętna liczba osób na 1 mieszkanie";"2021";3,02;"-";"";
3009000;"Powiat kolski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,77;"-";"";
3010000;"Powiat koniński";"przeciętna liczba osób na 1 mieszkanie";"2021";3,31;"-";"";
3011000;"Powiat kościański";"przeciętna liczba osób na 1 mieszkanie";"2021";2,94;"-";"";
3012000;"Powiat krotoszyński";"przeciętna liczba osób na 1 mieszkanie";"2021";3,07;"-";"";
3013000;"Powiat leszczyński";"przeciętna liczba osób na 1 mieszkanie";"2021";3,17;"-";"";
3014000;"Powiat międzychodzki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,74;"-";"";
3015000;"Powiat nowotomyski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,95;"-";"";
3016000;"Powiat obornicki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,91;"-";"";
3017000;"Powiat ostrowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,84;"-";"";
3018000;"Powiat ostrzeszowski";"przeciętna liczba osób na 1 mieszkanie";"2021";3,06;"-";"";
3019000;"Powiat pilski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,74;"-";"";
3020000;"Powiat pleszewski";"przeciętna liczba osób na 1 mieszkanie";"2021";3,14;"-";"";
3021000;"Powiat poznański";"przeciętna liczba osób na 1 mieszkanie";"2021";2,84;"-";"";
3022000;"Powiat rawicki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,90;"-";"";
3023000;"Powiat słupecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,95;"-";"";
3024000;"Powiat szamotulski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,84;"-";"";
3025000;"Powiat średzki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,82;"-";"";
3026000;"Powiat śremski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,84;"-";"";
3027000;"Powiat turecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,95;"-";"";
3028000;"Powiat wągrowiecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,85;"-";"";
3029000;"Powiat wolsztyński";"przeciętna liczba osób na 1 mieszkanie";"2021";3,20;"-";"";
3030000;"Powiat wrzesiński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,68;"-";"";
3031000;"Powiat złotowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,93;"-";"";
3061000;"Powiat m.Kalisz";"przeciętna liczba osób na 1 mieszkanie";"2021";2,09;"-";"";
3062000;"Powiat m.Konin";"przeciętna liczba osób na 1 mieszkanie";"2021";2,27;"-";"";
3063000;"Powiat m.Leszno";"przeciętna liczba osób na 1 mieszkanie";"2021";2,33;"-";"";
3064000;"Powiat m.Poznań";"przeciętna liczba osób na 1 mieszkanie";"2021";1,87;"-";"";
3201000;"Powiat białogardzki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,61;"-";"";
3202000;"Powiat choszczeński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,64;"-";"";
3203000;"Powiat drawski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,64;"-";"";
3204000;"Powiat goleniowski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,72;"-";"";
3205000;"Powiat gryficki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,62;"-";"";
3206000;"Powiat gryfiński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,75;"-";"";
3207000;"Powiat kamieński";"przeciętna liczba osób na 1 mieszkanie";"2021";1,93;"-";"";
3208000;"Powiat kołobrzeski";"przeciętna liczba osób na 1 mieszkanie";"2021";1,94;"-";"";
3209000;"Powiat koszaliński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,62;"-";"";
3210000;"Powiat myśliborski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,71;"-";"";
3211000;"Powiat policki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,70;"-";"";
3212000;"Powiat pyrzycki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,80;"-";"";
3213000;"Powiat sławieński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,66;"-";"";
3214000;"Powiat stargardzki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,61;"-";"";
3215000;"Powiat szczecinecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,50;"-";"";
3216000;"Powiat świdwiński";"przeciętna liczba osób na 1 mieszkanie";"2021";2,61;"-";"";
3217000;"Powiat wałecki";"przeciętna liczba osób na 1 mieszkanie";"2021";2,58;"-";"";
3218000;"Powiat łobeski";"przeciętna liczba osób na 1 mieszkanie";"2021";2,62;"-";"";
3261000;"Powiat m.Koszalin";"przeciętna liczba osób na 1 mieszkanie";"2021";2,17;"-";"";
3262000;"Powiat m.Szczecin";"przeciętna liczba osób na 1 mieszkanie";"2021";2,08;"-";"";
3263000;"Powiat m.Świnoujście";"przeciętna liczba osób na 1 mieszkanie";"2021";1,77;"-";"";
