"Kod";"Nazwa";"Wyszczególnienie";"Rok";"Wartosc";"Jednostka miary";"Atrybut";
2011000;"Powiat sokólski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";846;"osoba";"";
2012000;"Powiat suwalski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";553;"osoba";"";
2013000;"Powiat wysokomazowiecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";368;"osoba";"";
2014000;"Powiat zambrowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";405;"osoba";"";
2061000;"Powiat m.Białystok";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";313;"osoba";"";
2062000;"Powiat m.Łomża";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";275;"osoba";"";
2063000;"Powiat m.Suwałki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";420;"osoba";"";
2201000;"Powiat bytowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";625;"osoba";"";
2202000;"Powiat chojnicki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";412;"osoba";"";
2203000;"Powiat człuchowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";536;"osoba";"";
2204000;"Powiat gdański";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";278;"osoba";"";
2205000;"Powiat kartuski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";429;"osoba";"";
2206000;"Powiat kościerski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";620;"osoba";"";
2207000;"Powiat kwidzyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";692;"osoba";"";
2208000;"Powiat lęborski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";675;"osoba";"";
2209000;"Powiat malborski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";561;"osoba";"";
2210000;"Powiat nowodworski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";444;"osoba";"";
2211000;"Powiat pucki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";281;"osoba";"";
2212000;"Powiat słupski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";593;"osoba";"";
2213000;"Powiat starogardzki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";458;"osoba";"";
2214000;"Powiat tczewski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";534;"osoba";"";
2215000;"Powiat wejherowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";365;"osoba";"";
2216000;"Powiat sztumski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";697;"osoba";"";
2261000;"Powiat m.Gdańsk";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";195;"osoba";"";
2262000;"Powiat m.Gdynia";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";212;"osoba";"";
2263000;"Powiat m.Słupsk";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";353;"osoba";"";
2264000;"Powiat m.Sopot";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";400;"osoba";"";
2401000;"Powiat będziński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";229;"osoba";"";
2402000;"Powiat bielski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";149;"osoba";"";
2403000;"Powiat cieszyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";264;"osoba";"";
2404000;"Powiat częstochowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";284;"osoba";"";
2405000;"Powiat gliwicki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";157;"osoba";"";
2406000;"Powiat kłobucki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";215;"osoba";"";
2407000;"Powiat lubliniecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";240;"osoba";"";
2408000;"Powiat mikołowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";226;"osoba";"";
2409000;"Powiat myszkowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";363;"osoba";"";
2410000;"Powiat pszczyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";134;"osoba";"";
2411000;"Powiat raciborski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";208;"osoba";"";
2412000;"Powiat rybnicki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";155;"osoba";"";
2413000;"Powiat tarnogórski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";290;"osoba";"";
2414000;"Powiat bieruńsko-lędziński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";140;"osoba";"";
2415000;"Powiat wodzisławski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";210;"osoba";"";
2416000;"Powiat zawierciański";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";316;"osoba";"";
2417000;"Powiat żywiecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";294;"osoba";"";
2461000;"Powiat m.Bielsko-Biała";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";164;"osoba";"";
2462000;"Powiat m.Bytom";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";390;"osoba";"";
2463000;"Powiat m.Chorzów";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";352;"osoba";"";
2464000;"Powiat m.Częstochowa";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";294;"osoba";"";
2465000;"Powiat m.Dąbrowa Górnicza";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";185;"osoba";"";
2466000;"Powiat m.Gliwice";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";246;"osoba";"";
2467000;"Powiat m.Jastrzębie-Zdrój";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";195;"osoba";"";
2468000;"Powiat m.Jaworzno";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";155;"osoba";"";
2469000;"Powiat m.Katowice";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";348;"osoba";"";
2470000;"Powiat m.Mysłowice";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";213;"osoba";"";
2471000;"Powiat m.Piekary Śląskie";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";204;"osoba";"";
2472000;"Powiat m.Ruda Śląska";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";317;"osoba";"";
2473000;"Powiat m.Rybnik";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";248;"osoba";"";
2474000;"Powiat m.Siemianowice Śląskie";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";387;"osoba";"";
2475000;"Powiat m.Sosnowiec";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";299;"osoba";"";
2476000;"Powiat m.Świętochłowice";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";347;"osoba";"";
2477000;"Powiat m.Tychy";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";211;"osoba";"";
2478000;"Powiat m.Zabrze";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";356;"osoba";"";
2479000;"Powiat m.Żory";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";160;"osoba";"";
2601000;"Powiat buski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";419;"osoba";"";
2602000;"Powiat jędrzejowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";600;"osoba";"";
2603000;"Powiat kazimierski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";580;"osoba";"";
2604000;"Powiat kielecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";509;"osoba";"";
2605000;"Powiat konecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";612;"osoba";"";
2606000;"Powiat opatowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";554;"osoba";"";
2607000;"Powiat ostrowiecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";379;"osoba";"";
2608000;"Powiat pińczowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";436;"osoba";"";
2609000;"Powiat sandomierski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";659;"osoba";"";
2610000;"Powiat skarżyski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";495;"osoba";"";
2611000;"Powiat starachowicki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";438;"osoba";"";
2612000;"Powiat staszowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";707;"osoba";"";
2613000;"Powiat włoszczowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";441;"osoba";"";
2661000;"Powiat m.Kielce";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";390;"osoba";"";
2801000;"Powiat bartoszycki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";954;"osoba";"";
2802000;"Powiat braniewski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";808;"osoba";"";
2803000;"Powiat działdowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";551;"osoba";"";
2804000;"Powiat elbląski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";943;"osoba";"";
2805000;"Powiat ełcki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";490;"osoba";"";
2806000;"Powiat giżycki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";626;"osoba";"";
2807000;"Powiat iławski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";684;"osoba";"";
2808000;"Powiat kętrzyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";981;"osoba";"";
2809000;"Powiat lidzbarski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";795;"osoba";"";
2810000;"Powiat mrągowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";746;"osoba";"";
2811000;"Powiat nidzicki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";595;"osoba";"";
2812000;"Powiat nowomiejski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";728;"osoba";"";
2813000;"Powiat olecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";853;"osoba";"";
2814000;"Powiat olsztyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";557;"osoba";"";
2815000;"Powiat ostródzki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";778;"osoba";"";
2816000;"Powiat piski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";800;"osoba";"";
2817000;"Powiat szczycieński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";754;"osoba";"";
2818000;"Powiat gołdapski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";812;"osoba";"";
2819000;"Powiat węgorzewski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";674;"osoba";"";
2861000;"Powiat m.Elbląg";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";517;"osoba";"";
2862000;"Powiat m.Olsztyn";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";296;"osoba";"";
3001000;"Powiat chodzieski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";375;"osoba";"";
3002000;"Powiat czarnkowsko-trzcianecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";484;"osoba";"";
3003000;"Powiat gnieźnieński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";328;"osoba";"";
3004000;"Powiat gostyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";289;"osoba";"";
3005000;"Powiat grodziski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";300;"osoba";"";
3006000;"Powiat jarociński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";363;"osoba";"";
3007000;"Powiat kaliski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";290;"osoba";"";
3008000;"Powiat kępiński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";415;"osoba";"";
3009000;"Powiat kolski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";379;"osoba";"";
3010000;"Powiat koniński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";419;"osoba";"";
3011000;"Powiat kościański";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";342;"osoba";"";
3012000;"Powiat krotoszyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";327;"osoba";"";
3013000;"Powiat leszczyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";236;"osoba";"";
3014000;"Powiat międzychodzki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";339;"osoba";"";
3015000;"Powiat nowotomyski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";257;"osoba";"";
3016000;"Powiat obornicki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";405;"osoba";"";
3017000;"Powiat ostrowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";363;"osoba";"";
3018000;"Powiat ostrzeszowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";386;"osoba";"";
3019000;"Powiat pilski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";448;"osoba";"";
3020000;"Powiat pleszewski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";462;"osoba";"";
3021000;"Powiat poznański";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";191;"osoba";"";
3022000;"Powiat rawicki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";287;"osoba";"";
3023000;"Powiat słupecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";424;"osoba";"";
3024000;"Powiat szamotulski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";343;"osoba";"";
3025000;"Powiat średzki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";360;"osoba";"";
3026000;"Powiat śremski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";308;"osoba";"";
3027000;"Powiat turecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";493;"osoba";"";
3028000;"Powiat wągrowiecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";485;"osoba";"";
3029000;"Powiat wolsztyński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";285;"osoba";"";
3030000;"Powiat wrzesiński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";317;"osoba";"";
3031000;"Powiat złotowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";628;"osoba";"";
3061000;"Powiat m.Kalisz";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";501;"osoba";"";
3062000;"Powiat m.Konin";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";559;"osoba";"";
3063000;"Powiat m.Leszno";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";342;"osoba";"";
3064000;"Powiat m.Poznań";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";323;"osoba";"";
3201000;"Powiat białogardzki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";698;"osoba";"";
3202000;"Powiat choszczeński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";624;"osoba";"";
3203000;"Powiat drawski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";611;"osoba";"";
3204000;"Powiat goleniowski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";326;"osoba";"";
3205000;"Powiat gryficki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";524;"osoba";"";
3206000;"Powiat gryfiński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";436;"osoba";"";
3207000;"Powiat kamieński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";517;"osoba";"";
3208000;"Powiat kołobrzeski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";321;"osoba";"";
3209000;"Powiat koszaliński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";410;"osoba";"";
3210000;"Powiat myśliborski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";439;"osoba";"";
3211000;"Powiat policki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";235;"osoba";"";
3212000;"Powiat pyrzycki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";523;"osoba";"";
3213000;"Powiat sławieński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";444;"osoba";"";
3214000;"Powiat stargardzki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";430;"osoba";"";
3215000;"Powiat szczecinecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";644;"osoba";"";
3216000;"Powiat świdwiński";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";785;"osoba";"";
3217000;"Powiat wałecki";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";450;"osoba";"";
3218000;"Powiat łobeski";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";589;"osoba";"";
3261000;"Powiat m.Koszalin";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";207;"osoba";"";
3262000;"Powiat m.Szczecin";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";195;"osoba";"";
3263000;"Powiat m.Świnoujście";"beneficjenci środowiskowej pomocy społecznej na 10 tys. ludności";"2021";294;"osoba";"";
